Frequency (Hz) - Plot 0,gain 0,gain 20,gain 40,gain 60
683,-126.384867,-124.566691,-113.356267,-115.184604
684,-123.488263,-124.714704,-112.574635,-115.04271
685,-126.165174,-129.166755,-114.161,-111.461489
686,-123.884506,-127.90714,-115.407987,-111.020906
687,-125.547026,-127.632016,-112.843129,-112.031176
688,-125.18308,-124.062361,-111.768366,-103.041556
689,-125.481591,-128.103286,-113.484583,-110.210524
690,-124.767328,-125.586704,-112.8972,-111.95419
691,-126.774885,-128.1782,-110.426675,-111.590356
692,-123.794379,-125.949733,-113.339426,-112.670097
693,-125.239375,-128.847713,-112.885205,-112.522106
694,-126.175623,-126.874812,-115.337967,-112.28188
695,-123.980081,-126.377468,-114.146678,-112.720624
696,-124.650936,-124.697221,-115.73982,-110.551252
697,-125.61609,-125.295341,-112.241937,-113.142675
698,-125.294372,-126.108133,-113.123623,-111.436533
699,-123.587525,-124.396327,-113.284004,-112.155735
700,-125.45271,-125.261938,-115.727072,-112.498196
701,-124.879247,-127.94648,-114.162081,-114.210459
702,-124.391434,-125.849599,-111.848075,-112.911171
703,-126.075311,-125.338435,-114.781902,-112.289254
704,-125.163275,-125.856522,-111.834215,-113.650413
705,-126.13431,-127.983493,-112.136671,-111.656966
706,-124.643087,-124.281862,-112.427712,-114.401207
707,-125.915037,-123.895321,-114.629664,-112.549666
708,-126.247279,-123.762897,-114.906322,-112.528212
709,-126.093526,-127.124699,-110.969595,-113.565428
710,-125.0576,-127.766957,-111.036667,-111.436419
711,-125.598737,-124.466604,-113.499547,-112.663719
712,-126.589017,-126.525266,-114.439454,-112.643528
713,-126.469821,-129.678493,-112.029101,-109.742813
714,-127.719151,-123.48617,-114.289205,-113.509153
715,-124.860785,-127.232549,-114.765456,-111.643941
716,-126.550583,-125.138377,-112.477609,-111.616213
717,-126.284725,-126.780607,-115.639998,-111.131106
718,-127.102512,-124.473396,-111.254074,-111.05494
719,-126.244658,-123.991141,-113.470145,-110.920655
720,-125.651801,-126.607556,-114.165822,-112.055258
721,-125.779973,-124.424728,-111.268436,-114.282317
722,-124.484816,-125.03632,-112.257301,-113.278641
723,-125.220623,-126.508839,-111.913648,-113.933519
724,-126.339499,-124.959846,-113.354572,-109.976655
725,-128.842329,-126.95361,-115.221432,-112.215157
726,-125.19959,-126.123173,-113.139566,-113.372772
727,-124.223706,-124.983159,-113.438932,-111.684389
728,-125.379288,-127.94922,-111.139726,-111.831166
729,-125.938279,-129.155042,-115.004728,-110.940489
730,-127.708845,-125.135828,-113.447491,-112.493639
731,-124.338023,-125.662216,-112.991885,-111.711391
732,-125.578949,-126.529739,-112.74066,-112.237747
733,-126.887424,-125.494466,-116.478808,-112.748904
734,-126.467342,-123.242454,-112.722653,-112.744727
735,-129.682776,-125.290055,-111.138089,-112.897116
736,-125.961502,-125.530281,-117.601461,-111.818006
737,-124.727644,-129.030948,-114.647051,-110.216296
738,-128.280637,-126.050185,-112.271138,-114.762714
739,-123.857808,-125.313587,-114.547752,-114.625936
740,-126.203752,-123.697243,-112.669028,-111.753935
741,-125.206705,-126.065481,-114.514658,-113.111106
742,-127.737934,-125.338592,-114.525017,-112.380972
743,-126.544131,-129.147103,-114.920428,-112.885598
744,-124.596542,-129.270575,-112.983957,-112.996445
745,-126.92267,-123.890223,-113.361597,-113.422344
746,-128.597487,-127.416926,-112.527441,-111.34201
747,-128.39621,-126.96017,-115.749456,-109.024396
748,-124.68258,-124.631014,-114.026239,-113.490993
749,-123.995731,-126.003715,-112.379911,-113.195001
750,-123.91764,-127.294034,-111.718718,-105.273331
751,-125.792687,-124.668496,-113.904107,-107.070507
752,-124.607003,-126.359858,-111.728937,-109.3787
753,-127.912105,-125.974685,-111.934212,-110.041344
754,-128.41123,-123.945988,-112.202623,-111.046923
755,-127.425712,-125.381062,-113.69164,-111.939522
756,-126.024163,-127.069331,-113.623636,-111.938653
757,-126.195775,-127.5888,-113.446381,-113.50872
758,-126.594483,-126.65526,-114.478741,-111.035891
759,-127.662142,-126.342811,-112.442714,-111.479698
760,-126.472929,-127.410692,-112.903177,-112.265412
761,-124.167802,-127.689616,-111.158462,-112.618901
762,-125.786759,-124.921597,-112.585749,-109.916654
763,-125.212702,-126.39356,-113.825243,-110.73921
764,-120.964718,-124.456204,-112.000668,-111.077909
765,-127.488825,-126.654629,-112.773362,-110.550602
766,-126.069023,-126.644417,-113.317245,-111.695421
767,-124.935419,-124.742003,-112.888367,-111.083373
768,-127.484086,-129.313599,-112.993927,-109.125254
769,-127.764504,-125.508275,-111.998198,-111.141474
770,-125.395076,-125.315996,-115.239054,-111.970997
771,-126.512828,-126.977658,-112.133112,-112.095489
772,-124.563717,-126.27592,-111.563152,-113.33966
773,-126.128756,-123.121321,-114.905368,-108.850752
774,-126.288753,-124.313065,-113.713678,-112.790793
775,-127.405999,-127.291185,-112.670967,-111.465469
776,-124.224555,-126.069431,-112.364633,-113.527491
777,-127.792924,-127.51517,-112.627906,-111.941462
778,-125.771822,-126.527986,-111.295728,-111.64478
779,-129.191108,-125.82956,-113.174457,-110.691119
780,-129.714211,-122.955169,-106.304389,-105.655064
781,-125.378301,-125.515152,-112.947267,-112.384377
782,-128.01365,-123.029304,-112.29443,-111.525732
783,-125.755742,-125.3992,-115.59052,-109.417441
784,-123.740353,-126.147936,-112.82204,-112.622873
785,-128.739107,-126.995187,-112.9275,-110.551427
786,-125.573201,-124.854995,-116.082296,-109.927729
787,-125.499091,-125.159945,-112.781318,-112.861207
788,-126.555299,-124.070753,-112.989331,-111.925244
789,-127.294281,-124.758393,-111.601182,-111.532957
790,-131.80731,-124.861947,-115.219359,-113.496719
791,-127.523434,-126.687965,-111.794837,-114.374581
792,-128.232571,-126.144464,-114.743888,-112.814829
793,-126.715123,-125.725402,-112.916746,-109.856565
794,-125.082955,-123.805753,-112.150326,-113.336139
795,-128.600298,-127.087521,-114.062542,-112.116678
796,-127.162546,-127.507675,-115.65282,-111.221457
797,-126.531504,-125.008815,-110.920814,-110.00278
798,-127.132174,-126.735839,-111.085105,-110.219923
799,-129.332212,-127.026003,-112.017021,-111.105375
800,-127.703676,-124.736946,-114.149836,-108.954943
801,-125.934112,-124.76436,-111.649494,-111.76811
802,-126.848852,-123.864129,-116.336153,-112.719671
803,-127.17749,-122.892026,-114.751741,-112.469972
804,-127.028706,-124.682001,-112.432888,-111.572642
805,-126.878966,-122.550493,-111.935204,-112.300935
806,-126.189359,-125.091783,-114.227426,-113.066758
807,-125.668847,-126.675823,-111.663164,-113.968562
808,-125.244784,-126.50941,-112.988669,-109.495822
809,-127.310755,-126.613056,-114.111725,-109.795311
810,-126.23854,-126.987622,-111.290775,-114.595126
811,-127.616278,-124.279403,-112.853157,-112.556521
812,-125.115472,-126.145424,-114.767841,-113.238068
813,-125.948899,-128.559715,-111.935061,-105.552729
814,-128.739356,-123.078469,-112.579039,-111.040744
815,-124.778917,-123.95538,-111.287518,-110.307137
816,-126.833543,-123.68937,-112.773402,-110.077062
817,-126.643808,-124.600088,-112.616826,-113.100123
818,-125.838514,-124.82047,-111.231736,-114.087814
819,-128.085102,-125.795075,-110.293342,-112.423996
820,-129.372769,-125.288531,-112.707335,-112.329969
821,-128.23324,-125.156083,-113.858193,-111.609491
822,-127.285561,-126.123772,-113.146566,-115.297554
823,-127.168865,-125.384047,-110.840873,-112.919327
824,-127.686245,-124.174876,-113.160517,-111.559607
825,-126.663169,-126.483828,-112.391689,-111.461616
826,-126.807875,-125.982788,-114.65679,-109.33299
827,-125.1829,-124.410259,-111.365859,-111.073075
828,-126.401133,-124.951839,-112.406735,-109.77463
829,-126.417904,-127.789282,-111.756342,-113.311877
830,-125.437269,-125.273587,-113.182581,-113.371665
831,-127.021783,-124.649903,-113.25131,-114.206038
832,-126.783829,-126.985536,-112.278535,-110.761728
833,-127.854508,-127.715647,-110.875081,-111.710975
834,-128.437986,-126.555935,-111.286939,-110.749585
835,-124.883563,-124.871907,-113.735426,-110.800032
836,-125.539971,-129.082293,-113.463123,-112.391138
837,-126.850971,-126.883459,-113.139455,-112.363077
838,-127.92415,-124.03615,-112.899635,-114.467191
839,-127.368692,-127.282184,-114.562958,-109.618247
840,-125.95554,-124.784686,-113.034739,-112.990441
841,-124.897591,-125.882833,-114.564239,-112.581884
842,-125.282977,-127.273665,-111.393567,-112.795624
843,-123.445228,-123.461485,-110.794063,-111.490416
844,-124.789014,-124.433224,-111.631211,-108.542974
845,-127.156308,-126.362315,-111.412595,-113.941014
846,-126.977787,-125.100205,-115.248434,-111.17265
847,-124.828887,-123.475512,-113.109596,-112.658491
848,-126.173292,-127.220718,-111.961515,-111.730754
849,-126.234254,-125.564326,-112.58623,-112.776137
850,-125.473519,-126.046799,-113.566357,-111.582909
851,-126.801859,-126.886324,-111.416993,-111.774968
852,-125.365831,-124.307104,-111.712856,-112.78897
853,-128.857117,-126.18724,-113.033429,-110.815254
854,-125.895057,-126.610664,-113.320466,-112.68077
855,-128.205141,-127.871707,-112.037764,-112.12836
856,-125.093573,-125.523005,-114.33594,-113.843337
857,-127.074422,-126.417431,-111.908562,-109.802401
858,-123.751624,-126.404514,-111.947546,-111.945127
859,-127.123656,-123.676787,-114.350241,-109.443933
860,-126.81889,-124.895172,-111.86125,-111.414944
861,-130.288424,-128.361093,-115.910649,-113.275414
862,-128.417,-125.482275,-112.13366,-110.781815
863,-128.273539,-123.369092,-112.867807,-112.386964
864,-128.480346,-125.803624,-112.167755,-111.590707
865,-126.19628,-131.011773,-112.035372,-111.942798
866,-129.165067,-124.324986,-112.181354,-110.04542
867,-124.196525,-125.947804,-112.181656,-112.485971
868,-124.07607,-127.631954,-112.273497,-110.04909
869,-127.179658,-124.401391,-111.854782,-112.307212
870,-127.910668,-125.413592,-113.715287,-110.646098
871,-125.444144,-125.746246,-112.406168,-111.428616
872,-128.760557,-125.633925,-112.938964,-110.32246
873,-127.341628,-126.984528,-111.520263,-111.031929
874,-126.430482,-127.683808,-114.297416,-109.530984
875,-125.366579,-127.471508,-110.198883,-104.918192
876,-126.526042,-125.211639,-111.876278,-104.640871
877,-126.324217,-125.236583,-113.300029,-112.64597
878,-127.805461,-125.33345,-113.37812,-114.25308
879,-126.284373,-124.851768,-111.107437,-110.94143
880,-128.01905,-124.05587,-112.58086,-109.064134
881,-128.118619,-128.105856,-113.479195,-109.59311
882,-126.894978,-126.312518,-113.847863,-112.381781
883,-127.430283,-126.22877,-112.144847,-111.532245
884,-124.788522,-124.451515,-112.677309,-111.437176
885,-126.730051,-124.645786,-114.568438,-114.643766
886,-126.094835,-126.222368,-112.75266,-110.103577
887,-126.831268,-125.752527,-112.752506,-109.719345
888,-125.632388,-124.296974,-109.569298,-111.423425
889,-127.630422,-126.353648,-114.36063,-110.189879
890,-124.592095,-127.189912,-111.51501,-113.677555
891,-126.49199,-126.935116,-110.367851,-111.902213
892,-125.763369,-125.953813,-111.651013,-110.649105
893,-126.451777,-125.832901,-110.158772,-111.79442
894,-127.886362,-126.788852,-112.935118,-112.060373
895,-126.881773,-126.519378,-112.250138,-108.433715
896,-128.066958,-125.777282,-111.441021,-109.283354
897,-126.910152,-125.324861,-113.869146,-111.845447
898,-125.010505,-127.975365,-114.048269,-110.421254
899,-129.222848,-130.483529,-112.407909,-110.511102
900,-128.388503,-123.69595,-111.741337,-107.454377
901,-126.793895,-126.863096,-111.409765,-113.515084
902,-125.079748,-125.764017,-112.272691,-113.919353
903,-126.934211,-128.004079,-114.985512,-112.138497
904,-127.685754,-125.90265,-110.930998,-112.267973
905,-126.323131,-127.758181,-113.308722,-113.13088
906,-128.556191,-128.04213,-112.284335,-112.937463
907,-127.2504,-125.337196,-112.150188,-111.282254
908,-129.859131,-124.490696,-113.055103,-110.561316
909,-127.600468,-124.615927,-113.225943,-111.633476
910,-127.114395,-124.031071,-114.044053,-109.918818
911,-126.033698,-124.422345,-112.449472,-113.474629
912,-126.87741,-125.546478,-112.542889,-111.405541
913,-127.472511,-127.420896,-113.717074,-109.70978
914,-128.016456,-123.40615,-112.388079,-112.413189
915,-127.473426,-129.143216,-111.196879,-111.4646
916,-125.605817,-125.100546,-113.809839,-112.937944
917,-128.470794,-125.684252,-110.474446,-112.433994
918,-126.595858,-127.722582,-112.112774,-110.290789
919,-128.331492,-125.430819,-115.172175,-111.851396
920,-127.329826,-127.694453,-111.425678,-110.629401
921,-128.718348,-126.31636,-114.045193,-109.986579
922,-126.320532,-126.712634,-110.456675,-113.021087
923,-124.636619,-128.447007,-113.210461,-111.684366
924,-124.349298,-126.724862,-110.421901,-114.267289
925,-128.255881,-123.931758,-112.737283,-111.291804
926,-126.125202,-124.726633,-110.917372,-111.91613
927,-130.080456,-127.959711,-111.574408,-111.551207
928,-127.891277,-123.159343,-114.032363,-110.421907
929,-126.592486,-125.392999,-114.647978,-109.972892
930,-126.748566,-124.886343,-114.28101,-110.625697
931,-127.251266,-123.200069,-112.977989,-112.996879
932,-127.20596,-124.474483,-113.212675,-113.282284
933,-123.747615,-125.639185,-111.326303,-111.301503
934,-125.861665,-124.24516,-109.15027,-109.636504
935,-127.937291,-127.093687,-115.108905,-110.959419
936,-127.608548,-126.242264,-112.514625,-111.922719
937,-126.219314,-124.611269,-114.098849,-111.976938
938,-125.057184,-128.503972,-114.535941,-103.819746
939,-127.566017,-124.941843,-111.733526,-108.770053
940,-126.697669,-125.23162,-112.624057,-108.549308
941,-127.588437,-124.299898,-112.027732,-111.547395
942,-127.125024,-126.198517,-110.950468,-110.691049
943,-127.060249,-122.568902,-111.946715,-113.06241
944,-127.634514,-128.084362,-113.434301,-110.778215
945,-126.562142,-127.028576,-112.747701,-110.871661
946,-125.0289,-125.968863,-114.022766,-114.260898
947,-124.806781,-127.028336,-110.842464,-112.01423
948,-128.830209,-124.70545,-110.235497,-111.673495
949,-124.481947,-124.785927,-113.502838,-112.334214
950,-129.694909,-126.548582,-112.000731,-110.155907
951,-124.33812,-126.034165,-111.616819,-111.410206
952,-126.545962,-124.216376,-114.520005,-112.663408
953,-127.730114,-126.611151,-111.398666,-109.99138
954,-128.977241,-123.663566,-113.363708,-110.504331
955,-126.323015,-126.311485,-116.100026,-110.95661
956,-123.665703,-128.496324,-112.182874,-111.26847
957,-127.336405,-125.522217,-114.006928,-110.454994
958,-124.725457,-125.273215,-113.620987,-109.888701
959,-127.119569,-127.154187,-113.957537,-110.806768
960,-123.330451,-127.391712,-111.628327,-106.314045
961,-129.824927,-126.523869,-111.422014,-108.344121
962,-125.457607,-127.768774,-112.15932,-112.247896
963,-128.94877,-125.613165,-112.889866,-111.164569
964,-120.101218,-128.156016,-113.010586,-110.519063
965,-129.511931,-125.238103,-115.054408,-111.931509
966,-128.246482,-125.179588,-114.553392,-111.26754
967,-126.958651,-124.08801,-109.992021,-109.675677
968,-126.02803,-122.999642,-113.092736,-111.651531
969,-125.619937,-125.585652,-112.946875,-111.539956
970,-127.965706,-124.261015,-112.262573,-109.917663
971,-126.63877,-124.808272,-111.751481,-112.687271
972,-126.270131,-124.975967,-112.983614,-113.502741
973,-126.744282,-128.079571,-113.081102,-110.964693
974,-127.207743,-126.332836,-111.707843,-112.081079
975,-127.067047,-126.53562,-114.062588,-111.27124
976,-125.221668,-127.476444,-111.951514,-112.017828
977,-126.330954,-127.781229,-110.071636,-112.167798
978,-126.996122,-125.924899,-110.702102,-112.160953
979,-127.188147,-123.025175,-112.871415,-109.778321
980,-124.82364,-124.643738,-111.901423,-113.741795
981,-126.995431,-125.351481,-113.49039,-111.48292
982,-125.506834,-126.065778,-115.616591,-111.524312
983,-128.88167,-123.21573,-112.107848,-113.030478
984,-128.087259,-126.829917,-116.695384,-113.377986
985,-124.160864,-124.843652,-114.031678,-111.299736
986,-126.669452,-125.597879,-112.762945,-110.476446
987,-126.027486,-124.8748,-110.828695,-111.104457
988,-126.510207,-125.609127,-112.832445,-112.361661
989,-129.566424,-125.877561,-115.200034,-109.351617
990,-128.337979,-123.691349,-111.186187,-108.096547
991,-130.09841,-126.550178,-111.197177,-111.505781
992,-128.275049,-126.350394,-112.08216,-112.323583
993,-125.530552,-125.210307,-113.287698,-111.561431
994,-128.228089,-123.700078,-112.794772,-112.825004
995,-126.943954,-125.792098,-115.235178,-110.184378
996,-124.182491,-125.608674,-114.913294,-110.706974
997,-126.656491,-125.266139,-112.49215,-111.603191
998,-129.22928,-126.536059,-113.441749,-115.743224
999,-126.188484,-125.551649,-112.4024,-107.986309
1000,-127.613952,-125.265029,-116.890842,-96.171877
1001,-126.105652,-126.12729,-114.233342,-107.801291
1002,-127.747358,-126.568784,-114.015918,-111.266655
1003,-125.201261,-128.131806,-112.481161,-113.632208
1004,-121.456105,-125.053933,-113.741353,-113.228517
1005,-129.713253,-126.065199,-112.29708,-112.652765
1006,-128.765491,-125.982756,-113.667094,-113.700107
1007,-127.93933,-125.368638,-113.163001,-115.885437
1008,-129.502633,-125.679072,-114.243726,-110.850719
1009,-129.759059,-127.546728,-118.716894,-113.885406
1010,-129.333618,-128.108027,-114.098197,-111.694666
1011,-126.437619,-125.284933,-116.513029,-114.188521
1012,-131.32234,-127.911984,-113.017131,-113.85648
1013,-129.915791,-128.675808,-115.182591,-114.609865
1014,-126.977492,-127.072228,-112.774388,-111.885536
1015,-129.116825,-126.372836,-113.420138,-114.587608
1016,-128.590413,-126.479741,-115.644313,-115.068266
1017,-130.108466,-129.036608,-112.118588,-111.633134
1018,-131.10681,-127.348414,-113.550582,-114.032212
1019,-126.576682,-127.799226,-116.393474,-113.159254
1020,-126.964869,-126.200982,-111.399322,-114.967371
1021,-128.199826,-126.963533,-115.875244,-112.456204
1022,-129.017319,-127.6295,-115.828407,-112.497654
1023,-125.771317,-126.407441,-116.503815,-115.784808
